"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Marzi G.; Balzano M.","Marzi, Giacomo (57188549922); Balzano, Marco (57216581144)","57188549922; 57216581144","Corrigendum to “Artificial intelligence and the reconfiguration of NPD Teams: Adaptability and skill differentiation in sustainable product innovation” Technovation (2025), 145, 103254 (Technovation (2025) 145, (S0166497225000860), (10.1016/j.technovation.2025.103254))","2025","Technovation","147","","103317","","","0","10.1016/j.technovation.2025.103317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011158462&doi=10.1016%2Fj.technovation.2025.103317&partnerID=40&md5=61a04e654f64b68b3bf17af420a43f29","The authors regret that, during the final stages of editing, some inaccuracies were introduced in the references section. This final proofing oversight was identified by the authors a few days after publication. The inaccuracies do not affect the contribution, findings, results, or methodology of the study. The authors apologise for any inconvenience this may have caused. The correct reference list of the paper is reported below. Aiken, L. S., West, S. G., & Reno, R. R. (1991). Multiple Regression: Testing and Interpreting Interactions, Sage, Thousand Oaks, CA. Albitar, K., Al-Shaer, H., & Liu, Y. S. (2023). Corporate commitment to climate change: The effect of eco-innovation and climate governance. Research Policy, 52(2), 104697. Amankwah-Amoah, J., Abdalla, S., Mogaji, E., Elbanna, A., & Dwivedi, Y. K. (2024). The impending disruption of creative industries by generative AI: Opportunities, challenges, and research agenda. International Journal of Information Management, 79, 102759. Baldassarre, B., Calabretta, G., Karpen, I. O., Bocken, N., & Hultink, E. J. (2024). Responsible design thinking for sustainable development: Critical literature review, new conceptual framework, and research agenda. Journal of Business Ethics, 195(1), 25–46. Balzano, M., & Bortoluzzi, G. (2024). Time is running out: How design thinking shapes team innovation under time constraints. European Management Journal, Ahead-of-print. Balzano, M., & Marzi, G. (2023). Exploring the pathways of learning from project failure and success in new product development teams. Technovation, 128, 102878. Bernerth, J. B., Cole, M. S., Taylor, E. C., & Walker, H. J. (2018). Control variables in leadership research: A qualitative and quantitative review. Journal of Management, 44(1), 131–160. Birkinshaw, J., Gudka, M. & Marshall, S. (2022). What leadership development should look like in the hybrid era. Harvard Business Review. https://hbr.org/2022/06/what-leadership-development-should-look-like-in-the-hybrid-era Bouschery, S. G., Blazevic, V., & Piller, F. T. (2023). Augmenting human innovation teams with artificial intelligence: Exploring transformer-based language models. Journal of Product Innovation Management, 40(2), 139–153. Brown, T. (2008). Design thinking. Harvard Business Review, 86(6), 84. https://hbr.org/2008/06/design-thinking Brown, S. L., & Eisenhardt, K. M. (1995). Product development: Past research, present findings, and future directions. Academy of Management Review, 20(2), 343–378. Bunderson, J. S., & Sutcliffe, K. M. (2002). Comparing alternative conceptualizations of functional diversity in management teams: Process and performance effects. Academy of Management Journal, 45(5), 875–893. Cai, Y., Lin, J., & Zhang, R. (2023). When and how to implement design thinking in the innovation process: A longitudinal case study. Technovation, 126, 102816. Calabretta, G., & Gemser, G. (2015). Integrating design into the fuzzy front end of the innovation process. Design thinking: New product development essentials from the PDMA, 105–124. Calik, E. (2024). A validated measurement scale for sustainable product innovation performance. Technovation, 129, 102882. Carlgren, L., Rauth, I., & Elmquist, M. (2016). Framing design thinking: The concept in idea and enactment. Creativity and Innovation Management, 25(1), 38–57. Chen, S., Chernozhukov, V., Fernandez-Val, I., & Luo, Y. (2020). SortedEffects: sorted causal effects in R. The R Journal. 12(1), 131 - 146 Chernozhukov, V., Fernández-Val, I., & Luo, Y. (2018). The sorted effects method: Discovering heterogeneous effects beyond their averages. Econometrica, 86(6), 1911–1938. Chiarello, F., Giordano, V., Spada, I., Barandoni, S., & Fantoni, G. (2024). Future applications of generative large language models: A data-driven case study on ChatGPT. Technovation, 133, 103002. Chu, Z., Chen, P., Zhang, Z., & Chen, Z. (2024). Other's shoes also fit well: AI technologies contribute to China's blue skies as well as carbon reduction. Journal of Environmental Management, 353, 120171. Cooper, R. G. (2024a). The artificial intelligence revolution in new-product development. IEEE Engineering Management Review, 52(1), 195–211. Cooper, R. G. (2024b). The AI transformation of product innovation. Industrial Marketing Management, 119, 62–74. de Guimarães, J. C. F., Severo, E. A., Jabbour, C. J. C., de Sousa Jabbour, A. B. L., & Rosa, A. F. P. (2021). The journey towards sustainable product development: Why are some manufacturing companies better than others at product innovation? Technovation, 103, 102239. Edmondson, A. C., & Lei, Z. (2014). Psychological safety: The history, renaissance, and future of an interpersonal construct. Annual Review of Organizational Psychology and Organizational Behavior, 10(1), 23–49. Edmondson, A. C., & Nembhard, I. M. (2009). Product development and learning in project teams: The challenges are the benefits. Journal of Product Innovation Management, 26(2), 123–138. Efron, B., & Tibshirani, R. J. (1994). An introduction to the bootstrap. CRC press. Eisenhardt, K. M., & Martin, J. A. (2000). Dynamic capabilities: What are they? Strategic Management Journal, 21(10–11), 1105–1121. Fornell, C., & Larcker, D. F. (1981). Evaluating structural equation models with unobservable variables and measurement error. Journal of Marketing Research, 18(1), 39–50. Gama, F., & Magistretti, S. (2025). Artificial intelligence in innovation management: A review of innovation capabilities and a taxonomy of AI applications. Journal of Product Innovation Management. 42(1), 76–111. Gao, P., Zhang, J., Gong, Y., & Li, H. (2020). Effects of technical IT capabilities on organizational agility: The moderating role of IT business spanning capability. Industrial Management & Data Systems, 120(5), 941–961. Garcia Martinez, M., Zouaghi, F., & Garcia Marco, T. (2017). Diversity is strategy: the effect of R&D team diversity on innovative performance. R&D Management, 47(2), 311–329. Genç, E., & Di Benedetto, C. A. (2015). Cross-functional integration in the sustainable new product development process: The role of the environmental specialist. Industrial Marketing Management, 50, 150–161. Grass, A., Backmann, J., & Hoegl, M. (2020), From empowerment dynamics to team adaptability: Exploring and conceptualizing the continuous agile team innovation process, Journal of Product Innovation Management, 37 (4), 324–351. Griffin, A., & Hauser, J. R. (1996). Integrating R&D and marketing: A review and analysis of the literature. Journal of Product Innovation Management, 13(3), 191–215. Grimes, M., Von Krogh, G., Feuerriegel, S., Rink, F., & Gruber, M. (2023). From scarcity to abundance: Scholars and scholarship in an age of generative artificial intelligence. Academy of Management Journal, 66(6), 1617–1624. Gujarati, D. N. (2004). Basic Econometrics. New York: McGraw-Hill. Hair, J. F., Black, W. C., & Babin, B. J. (2010). Multivariate data analysis: A global perspective (7th ed.). Pearson Education International. Hayes, A. F. (2022). Introduction to mediation, moderation, and conditional process analysis: A regression-based approach (3rd ed.). The Guildford Press. Hewlett, S. A., Marshall, M., & Sherbin, L. (2013). How diversity can drive innovation. Harvard Business Review, 91(12), 30-30. Hyatt, D. E., & Ruddy, T. M. (1997). An examination of the relationship between work group characteristics and performance: Once more into the breech. Personnel Psychology, 50(3), 553–585. Jiao, J., Zhou, F., Gebraeel, N. Z., & Duffy, V. (2020). Towards augmenting cyber-physical-human collaborative cognition for human-automation interaction in complex manufacturing and operational environments. International Journal of Production Research, 58(16), 5089–5111. Johnson, M. W., Christensen, C. M., & Kagermann, H. (2008). Reinventing your business model. Harvard Business Review, 82(12), 50–59. Joosten, J., Bilgram, V., Hahn, A., & Totzek, D. (2024). Comparing the ideation quality of humans with generative artificial intelligence. IEEE Engineering Management Review, 52(2), 153–164. Jöreskog, K. G., & Sörbom, D. (1996). LISREL 8: User's reference guide. Scientific Software International, Inc, Chicago, IL. Kimsey, M., Geradts, T., & Battilana, J. (2023). Walking the purpose-talk inside a large company: Sustainable product development as an instance of divergent change. Strategy Science, 8(2), 311–321. Kumar, V., & Lee, M. (2024). AI-driven innovation and prototyping: Accelerating product development cycles. Journal of Product Innovation Management, 40(3), 289–309. Langer, M., Landers, R. N. (2021), The future of artificial intelligence at work: A review on effects of decision automation and augmentation on workers targeted by algorithms and third-party observers, Computers in Human Behavior, 123, 106878. Larson, B. Z., Moser, C., Caza, A., Muehlfeld, K., & Colombo, L. A. (2024). Critical thinking in the age of generative AI. Academy of Management Learning & Education, 23(3), 373–378. Lee, S. M., Koopman, J., Hollenbeck, J. R., Wang, L. C., & Lanaj, K. (2015). The team descriptive index (TDI): A multidimensional scaling approach for team description. Academy of Management Discoveries, 1(1), 91–116. Liedtka, J., Magistretti, S., & Chen, E. (2024). A Process Model for Early-Stage Experimentation to Accelerate Innovation. Research-Technology Management, 67(4), 36–48. Magistretti, S., Bianchi, M., Calabretta, G., Candi, M., Dell'Era, C., Stigliani, I., & Verganti, R. (2022). Framing the multifaceted nature of design thinking in addressing different innovation purposes. Long Range Planning, 55(5), 102163. Magistretti, S., Dell'Era, C., Candi, M., Swan, S. K., Bianchi, M., Calabretta, G., Stigliani, I., & Verganti, R. (2025). Unpacking experimentation in design thinking: Contributions to innovation performance and the moderating role of digital technologies. Technovation, 141, 103187. Magistretti, S., Legnani, M., Pham, C. T. A., & Dell'Era, C. (2024). The 4S model for AI adoption: Integrating design thinking and technology development. Research-Technology Management, 67(3), 54–63. Marion, T. J., & Fixson, S. (2019). The innovation navigator: Transforming your organization in the era of digital design and collaborative culture. University of Toronto Press. Marzi, G., Balzano, M., Egidi, L., & Magrini, A. (2023). CLC Estimator: a tool for latent construct estimation via congeneric approaches in survey research. Multivariate Behavioral Research, 58(6), 1160–1164. McKinsey & Company. (2023a). The state of AI in 2023: Generative AI's breakout year. McKinsey & Company. https://www.mckinsey.com/capabilities/quantumblack/our-insights/the-state-of-ai-in-2023-generative-ais-breakout-year McKinsey & Company. (2023b). How generative design could reshape the future of product development. McKinsey & Company. https://www.mckinsey.com/capabilities/operations/our-insights/how-generative-design-could-reshape-the-future-of-product-development Melander, L. (2017). Achieving sustainable development by collaborating in green product innovation. Business Strategy and the Environment, 26(8), 1095–1109. Micheli, P., Wilner, S. J., Bhatti, S. H., Mura, M., & Beverland, M. B. (2019). Doing design thinking: Conceptual review, synthesis, and research agenda. Journal of Product Innovation Management, 36(2), 124–148. Miller, R. G. (1974). The jackknife-a review. Biometrika, 61(1), 1–15. Morgeson, F. P., & Humphrey, S. E. (2006). The Work Design Questionnaire (WDQ): Developing and validating a comprehensive measure for assessing job design and the nature of work. Journal of Applied Psychology, 91(6), 1321–1339. Mortati, M., Magistretti, S., Cautela, C., & Dell'Era, C. (2023). Data in design: How big data and thick data inform design thinking projects. Technovation, 122, 102688. Mumtaz, S., & Nadeem, S. (2020). When too much adjustment is bad: A curvilinear relationship between expatriates' adjustment and social changes in HCNs. Cogent Business & Management, 7(1), 1857064. Nagaraj, V., Berente, N., Lyytinen, K., & Gaskin, J. (2020). Team design thinking, product innovativeness, and the moderating role of problem unfamiliarity. Journal of Product Innovation Management, 37(4), 297–323. Nguyen, S., O'Keefe, G., Arisian, S., Trentelman, K., & Alahakoon, D. (2023). Leveraging explainable AI for enhanced decision making in humanitarian logistics: An Adversarial CoevoluTION (ACTION) framework. International Journal of Disaster Risk Reduction, 97, 104004. Ortiz-Avram, D., Ovcharova, N., & Engelmann, A. (2024). Dynamic capabilities for sustainability: Toward a typology based on dimensions of sustainability-oriented innovation and stakeholder integration. Business Strategy and the Environment, 33(4), 2969–3004. Qin, X., Muskat, B., Ambrosini, V., Mair, J., & Chih, Y. Y. (2025). Green Innovation Implementation: A Systematic Review and Research Directions. Journal of Management, 01492063241312656. Raisch, S., & Krakowski, S. (2021). Artificial intelligence and management: The automation–augmentation paradox. Academy of Management Review, 46(1), 192–210. Sahakian, J., & Ben Mahmoud-Jouini, S. (2023). Building design as a dynamic capability: A model for design integration. Journal of Product Innovation Management, 40(5), 733–758. Silk, E. M., Rechkemmer, A. E., Daly, S. R., Jablokow, K. W., & McKilligan, S. (2021). Problem framing and cognitive style: Impacts on design ideation perceptions. Design Studies, 74, 101015. Sjödin, D., Parida, V., & Kohtamäki, M. (2023). Artificial intelligence enabling circular business model innovation in digital servitization: Conceptualizing dynamic capabilities, AI capacities, business models and effects. Technological Forecasting and Social Change, 197, 122903. Tushman, M. L., & O'Reilly, C. A. (1997). Winning through innovation: A practical guide to leading organizational change and renewal. Harvard Business School Press. United Nations (2015). Transforming our world: The 2030 Agenda for Sustainable Development. United Nations. https://sdgs.un.org/2030agenda van den Beukel, A. L., & Molleman, E. (2002). Too little, too much: Downsides of multifunctionality in team-based work. Personnel Review, 31(4), 482–494. Verganti, R., Dell'Era, C., & Swan, K. S. (2021). Design thinking: Critical analysis and future evolution. Journal of Product Innovation Management, 38(6), 603–622. Weiss, M., Backmann, J., Razinskas, S., & Hoegl, M. (2018). Team Diversity in Innovation––Salient Research in the Journal of Product Innovation Management. Journal of Product Innovation Management, 35(5), 839–850. Wilkerson, B., & Trellevik, L. K. L. (2021). Sustainability-oriented innovation: Improving problem definition through combined design thinking and systems mapping approaches. Thinking Skills and Creativity, 42, 100932. © 2025 The Author(s)","Erratum","Final","","Scopus","2-s2.0-105011158462"
"Shah B.M.; Bansal R.","Shah, Binita Mukesh (60124462100); Bansal, Rishab (57192074059)","60124462100; 57192074059","Operationalizing No-Code AI: Cross-Functional Implementation and Organizational Impact","2025","International Journal of Engineering, Science and Information Technology","5","3","","611","618","0","10.52088/ijesty.v5i3.1190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017575288&doi=10.52088%2Fijesty.v5i3.1190&partnerID=40&md5=ca2a10ccf14766313a00edcbccb9d2a7","This paper explores how non-technical teams can be the form of organizational adoption and quantifiable results of the so-called no-code AI platforms. Through the sequential mixed-method design, 32 organizations in the six industries supplied data complemented by large-volume data sets such as the Stack Overflow Developer Survey (n = 73,268) and Kaggle Data Science Skills dataset (n = 25,973). Hierarchic clustering produced the following three cases of adopters: early adopters in marketing and operations, pragmatic adopters in customer service and HR, and conservative adopters in finance and legal with high adoption differences (37.82-fold asymptotic, p = 0.001). Regression analysis identified functional success predictors like, MarTech integrations of the marketing system-based system (= 0.43, P = 0.001) integration of the operations systems-based system (= 0.52, P = 0.001) and privacy protection-based HR system (= 0.56, P = 0.001). Productivity analysis showed that initial implementation cost decreased output by-7 percentage in the first month, but was compensated in 2-3 and 4-6 months on marketing/operation and other functions respectively. In twelve months, long-term returns amounted to 37 per cent marketing, 31 per cent operations and 26 customer service. Three clusters were verified by calculation of ROI: high ROI in marketing/operations (143%-217%), moderate ROI in customer service (87%-112%), delayed ROI in HR, finance, and legal (31%-64%). A tested implementation model has been constructed, which relies on the use of functional approaches, levels of governance, capability-building and integration methods with good predictive validity (R 2 = 0.71, error rate = 12%). The evidence shows that the democratization of AI can be achieved through strategic alignment, risk-sensitive governance, and role-specific training that would optimize the use of AI and its long-term organizational value. © Authors.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105017575288"
"Rahman S.; Zhang Y.","Rahman, Shamma (60479062800); Zhang, Yakun (57218402029)","60479062800; 57218402029","Systematic or shortcut? How roles and experience shape decision-making in cookieless advertising strategies in emerging markets","2026","Journal of Marketing Communications","","","","","","0","10.1080/13527266.2026.2638790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032544978&doi=10.1080%2F13527266.2026.2638790&partnerID=40&md5=cf12b15e06d2af9728cb82e91236cd7b","The phaseout of third-party cookies is reshaping digital marketing communication by disrupting how advertisers target audiences, allocate budgets, and justify media and messaging choices. While firms in developed markets are investing in first-party data and AI-driven tools, advertisers in emerging markets face infrastructural and organisational constraints that complicate these decisions. This study examines how advertisers in Bangladesh evaluate cookieless alternatives, focusing on organisational role, work experience, and perceived cost-effectiveness. Drawing on the heuristic-systematic model and cognitive load theory, Study 1 surveys 196 advertisers and shows that specialists rely more on systematic evaluation of information quality, whereas managers place greater weight on heuristic feasibility cues such as compatibility. Study 2 uses expert interviews analysed through the Technology-Organisation-Environment framework to contextualise these patterns and highlights regulatory pressure, skills gaps, and organisational silos. The findings extend dual-process theory in marketing communication by showing that evaluative cue weighting is role-embedded and shaped by resource and organisational constraints rather than uniformly applied. Practically, they underscore the importance of cross-role coordination and feasibility-oriented cost framing when planning cookieless strategies in budget-constrained settings. © 2026 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Article","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-105032544978"
"Dixit S.; Maurya M.; Jain V.; Subramaniam G.","Dixit, Sweta (57830747000); Maurya, Mohit (57216222226); Jain, Vishal (57192707657); Subramaniam, Geetha (7003905555)","57830747000; 57216222226; 57192707657; 7003905555","Artificial Intelligence Enabled Businesses: How to Develop Strategies for Innovation","2025","Artificial Intelligence Enabled Businesses: How to Develop Strategies for Innovation","","","","1","521","5","10.1002/9781394234028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216393432&doi=10.1002%2F9781394234028&partnerID=40&md5=089affe37feb6a25b28356044156a34f","This book has a multidimensional perspective on AI solutions for business innovation and real-life case studies to achieve competitive advantage and drive growth in the evolving digital landscape. Artificial Intelligence-Enabled Businesses demonstrates how AI is a catalyst for change in business functional areas. Though still in the experimental phase, AI is instrumental in redefining the workforce, predicting consumer behavior, solving real-life marketing dynamics and modifications, recommending products and content, foreseeing demand, analyzing costs, strategizing, managing big data, enabling collaboration of cross-entities, and sparking new ethical, social and regulatory implications for business. Thus, AI can effectively guide the future of financial services, trading, mobile banking, last-mile delivery, logistics, and supply chain with a solution-oriented focus on discrete business problems. Furthermore, it is expected to educate leaders to act in an ever more accurate, complex, and sophisticated business environment with the combination of human and machine intelligence. The book offers effective, efficient, and strategically competent suggestions for handling new challenges and responsibilities and is aimed at leaders who wish to be more innovative. It covers the early stages of AI adoption by organizations across their functional areas and provides insightful guidance for practitioners in the suitable and timely adoption of AI. This book will greatly help to scale up AI by leveraging interdisciplinary collaboration with cross-functional, skill-diverse teams and result in a competitive advantage. Audience: This book is for marketing professionals, organizational leaders, and researchers to leverage AI and new technologies across various business functions. It also fits the needs of academics, students, and trainers, providing insights, case studies, and practical strategies for driving growth in the rapidly evolving digital landscape. © 2025 Scrivener Publishing LLC.","Book","Final","","Scopus","2-s2.0-85216393432"
"Ameen N.; Sharma G.D.; Tarba S.; Rao A.; Chopra R.","Ameen, Nisreen (57192080707); Sharma, Gagan Deep (53064562000); Tarba, Shlomo (6503974503); Rao, Amar (57344924300); Chopra, Ritika (57216964669)","57192080707; 53064562000; 6503974503; 57344924300; 57216964669","Toward advancing theory on creativity in marketing and artificial intelligence","2022","Psychology and Marketing","39","9","","1802","1825","185","10.1002/mar.21699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131190986&doi=10.1002%2Fmar.21699&partnerID=40&md5=acdf0b0f0aa1396245c50715ba7294b1","Creativity has been identified as the future of marketing; at the same time, artificial intelligence (AI) is enabling more automation in this field. The theories and frameworks in the literature have not yet sufficiently explained the impact of AI on creativity in marketing. Hence, this research aims to advance theories on creativity in marketing and AI by conducting a comprehensive review of the literature. Our review covers 156 papers published between 1990 and 2021, compiled on the basis of the Scientific Procedures and Rationales for Systematic Literature Reviews (SPAR-4-SLR) protocol and the theory–context–characteristics–methodology framework. We advance theory in the field by proposing a new organizing framework to guide the integration of the identified themes and synthesize the antecedents, dimensions, and outcomes of creativity in marketing and AI. Furthermore, to assist academics and practitioners we propose a typology of the key skills required for creativity in marketing and the impact of specific AI capabilities on these skills. This article serves as a foundation for researchers by providing a holistic understanding of the integration of AI into creativity in marketing. © 2022 The Authors. Psychology & Marketing published by Wiley Periodicals LLC.","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85131190986"
"Soleimani M.; Intezari A.; Arrowsmith J.; Pauleen D.J.; Taskin N.","Soleimani, Melika (57224809649); Intezari, Ali (57189179363); Arrowsmith, James (7005899227); Pauleen, David J. (6603058691); Taskin, Nazim (36522004100)","57224809649; 57189179363; 7005899227; 6603058691; 36522004100","Reducing AI bias in recruitment and selection: an integrative grounded approach","2025","International Journal of Human Resource Management","36","14","","2480","2515","13","10.1080/09585192.2025.2480617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000489324&doi=10.1080%2F09585192.2025.2480617&partnerID=40&md5=6d40126e0cb8c90615405f7254013969","Artificial Intelligence (AI) is transforming business domains such as operations, marketing, risk, and financial management. However, its integration into Human Resource Management (HRM) poses challenges, particularly in recruitment, where AI influences work dynamics and decision-making. This study, using a grounded theory approach, interviewed 39 HR professionals and AI developers to explore potential biases in AI-Recruitment Systems (AIRS) and identify mitigation techniques. Findings highlight a critical gap: the HR profession’s need to embrace both technical skills and nuanced people-focused competencies to collaborate effectively with AI developers and drive informed discussions on the scope of AI’s role in recruitment and selection. This research integrates Gibson’s direct perception theory and Gregory’s indirect perception theory, combining psychological, information systems, and HRM perspectives to offer insights into decision-making biases in AI. A framework is proposed to clarify decision-making biases and guide the development of robust protocols for AI in HR, with a focus on ethical oversight and regulatory needs. This research contributes to AI-based HR decision-making literature by exploring the intersection of cognitive bias and AI-augmented decisions in recruitment and selection. It offers practical insights for HR professionals and AI developers on how collaboration and perception can improve the fairness and effectiveness of AIRS-aided decisions. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105000489324"
"Akter S.; Wamba S.F.; Mariani M.; Hani U.","Akter, Shahriar (36058277700); Wamba, Samuel Fosso (14833520200); Mariani, Marcello (36817705700); Hani, Umme (57219235462)","36058277700; 14833520200; 36817705700; 57219235462","How to Build an AI Climate-Driven Service Analytics Capability for Innovation and Performance in Industrial Markets?","2021","Industrial Marketing Management","97","","","258","273","91","10.1016/j.indmarman.2021.07.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112180150&doi=10.1016%2Fj.indmarman.2021.07.014&partnerID=40&md5=4f6bb5cc1abd462c70920355e100b324","AI climate-driven service analytics capability has been anecdotally argued as a viable strategy to enhance service innovation and market performance in B2B markets. While AI climate refers to the shared perceptions of policies, procedures, and practices to support AI initiatives, cognitive service analytics capability refers to the analytical insights driven by AI climate and augmented by both machines and humans to make marketing decisions. However, there is limited knowledge on the antecedents of such analytics capabilities and their overall effects on service innovation and market performance. Drawing on service analytics literature and the microfoundations of dynamic capability theory, this study fills this research gap using in-depth interviews (n = 30) and a survey (n = 276) of service analytics managers within the AI climate in Australia. The findings confirm the five microfoundations of cognitive service analytics capabilities (cognitive technology, cognitive information, cognitive problem solving, cognitive knowledge & skills, cognitive training & development). The findings also highlight the significant mediating effect of service innovation in the relationship between analytics climate and market performance and cognitive service analytics capability and market performance. © 2021 Elsevier Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85112180150"
"Yasser I.; Mahrous A.A.; Adel A.M.","Yasser, Israa (58526654900); Mahrous, Abeer A. (36141959400); Adel, Ahmed M. (57220636540)","58526654900; 36141959400; 57220636540","Redefining luxury: big data-driven insights into luxury hotel satisfaction","2025","Management and Sustainability","","","","","","1","10.1108/MSAR-08-2024-0100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008917763&doi=10.1108%2FMSAR-08-2024-0100&partnerID=40&md5=435849e9c3445cc3e361532aa6ece2d2","Purpose: This research aims to develop a vocabulary that captures how guests articulate and experience satisfaction in luxury hotels. Design/methodology/approach: This research depends on a qualitative approach in form of interviews, content analysis and sentiment analysis to understand the luxury hotel guests’ behavior, and to determine their level of satisfaction from luxury hotel service attributes. Four luxury hotels have been used in this study: Hayatt Regency Cairo West in Cairo (Giza), The St. Regis Cairo in Cairo, SUNRISE Alex Avenue Hotel in Alexandria, Steigenberger Nile Palace in Luxor. A total of 2,548 reviews from Booking.com for these three hotels were collected and analyzed using Orange Data Mining, based on the Python programming language. Findings: The results of this study show that luxury hotel guests are mainly considering tangibles, responsiveness and reliability more than the other service quality dimensions, in their evaluation of hotel’s service quality. Assurance and empathy are the least mentioned dimensions by the luxury hotels guests in Egypt. Research limitations/implications: From a theoretical perspective, the utilization of sentiment analysis in hospitality and tourism research enhances consumer behavior theories by providing real-time insights into guest perceptions and emotions. Practical implications indicate that luxury hotel managers should prioritize continuously improving or upgrading physical facilities, increasing soft skills training for staff to enhance communication and negotiation abilities, and strengthening marketing efforts through effective communication tools, supported by AI technologies. Originality/value: This study is among the few that employ content analysis and sentiment analysis techniques to develop a detailed dictionary of service quality dimensions. The dictionary identifies the keywords and statements guests use in their reviews to express their opinions and levels of satisfaction with each service quality dimension in the context of Egyptian luxury hotels. © 2025, Emerald Publishing Limited.","Article","Article in press","","Scopus","2-s2.0-105008917763"
"","","","4th International Conference on the Leadership and Management of Projects in the Digital Age, ICLAMP 2025","2025","Lecture Notes in Networks and Systems","1548 LNNS","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019295114&partnerID=40&md5=108494967255c437f536e7f37d5161e6","The proceedings contain 49 papers. The special focus in this conference is on Leadership and Management of Projects in the Digital Age. The topics include: Predicting Drug Dosage with Machine Learning: An Empirical Study Using Ceftaroline; Ethical AI Development: Safeguarding Society Against Deepfakes, Misinformation, and Employment Displacement; Applying Quantitative Risk Analysis to IT Asset Assessment in F&B Investments: A Case Study of Coffee Shop XYZ; acoustic Noise Reduction in Housing Projects; Digital Transformation of University’s MSMEs: Case Study of Patchouli-Based University MSMEs in Indonesia; leading in the Digital Era: A Comprehensive Meta-analysis of Management Evolution; Unveiling the Key Drivers Behind Coffee Shop Purchase Decisions in Indonesia: CSR, Social Media, and Marketing Strategy; digital Twin Based Fault Tolerant Manufacturing in Cyber Physical Production Systems; the Digital Era and Job Performance: A Review of Recent Studies (2020–2024); design and Implementation of an Android-Based Mobile Application for Educational Outreach and Monitoring of Stunting Prevention Among Toddlers in Indonesia; development of Integrated Application Based on Machine Learning System and Phonics Method to Improve Literacy Skills of Dyslexic Children; performance and Ethics in Accounting Firms: The Impact of Artificial Intelligence; Integration of GRU and LSTM With Fundamental and Technical Analysis for Stock Price Prediction; design and Implementation of Communication Systems for Disaster Scenarios via Bluetooth and Wi-Fi; bridging the Skills Gap: Innovative Teaching Methods for Enhancing Engineering Education; empowering Sustainability: Investigating the Impact of Inclusive Leadership in Tunisian Manufacturing Firms; cyber and Commercial Fraud in After-Sales Services; innovative Engineering Anchor Systems for Retrofits.","Conference review","Final","","Scopus","2-s2.0-105019295114"
"Acatrinei C.","Acatrinei, Carmen (55316654200)","55316654200","To Use or Not to Use Artificial Intelligence (AI) in Marketing: Insights from Qualitative Research on Adopters and Non-adopters","2025","Contributions to Management Science","Part F688","","","253","267","1","10.1007/978-3-031-93875-7_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012142774&doi=10.1007%2F978-3-031-93875-7_19&partnerID=40&md5=9798241d8364c2768ea7c207014a9dda","Artificial intelligence (AI) is transforming marketing landscapes by introducing innovative approaches to operational processes and strategic planning. Despite growing technological capabilities, AI adoption across businesses remains inconsistent. This exploratory qualitative research investigates the adoption and implementation of AI in marketing activities among Romanian marketing professionals and business owners. The analysis is based on 28 in-depth interviews conducted with CEOs, General Managers, and marketing experts, out of which nearly one-third of participants had implemented AI in their marketing strategies. At the same time, the majority had yet to do so, allowing comparative insights into the drivers, barriers, and anticipated outcomes of AI integration. Participants recognize AI’s capacity to enhance efficiency, personalize content, and support data-driven strategies. However, they also expressed significant reservations about technological complexity, data privacy, regulatory challenges, and the risk of losing human authenticity. The research highlights critical considerations for successful AI integration in marketing: technological readiness must be balanced with human creativity, ethical frameworks, and continuous skill development. While AI offers remarkable tools for time savings and resource optimization, its implementation requires a strategic, context-aware approach that respects technological innovation and human expertise. Key findings suggest that the future of AI in marketing is not about complete technological replacement but about creating synergistic environments where advanced tools complement human insight, ultimately driving more intelligent, responsive, and meaningful marketing practices. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Book chapter","Final","","Scopus","2-s2.0-105012142774"
